-90.0	-0.1349123	-0.13474818	-0.059980348	-0.065484926	-0.049931981	-0.061844051	-0.059980348	-0.059472181
-89.0	-0.16374792	-0.16357507	-0.073624484	-0.080053963	-0.061302736	-0.075920455	-0.073624484	-0.07299424
-88.0	-0.19234672	-0.19216505	-0.08718849	-0.094534166	-0.072618134	-0.089911968	-0.08718849	-0.086437531
-87.0	-0.22067559	-0.22048499	-0.10066935	-0.10892083	-0.083880186	-0.10381461	-0.10066935	-0.09979932
-86.0	-0.24870194	-0.24850233	-0.11406402	-0.12320927	-0.095090739	-0.11762438	-0.11406402	-0.11307682
-85.0	-0.27639386	-0.27618507	-0.1273693	-0.1373947	-0.1062514	-0.13133717	-0.1273693	-0.12626712
-84.0	-0.30372006	-0.3035019	-0.14058188	-0.15147226	-0.11736351	-0.14494875	-0.14058188	-0.13936713
-83.0	-0.33064985	-0.33042216	-0.15369819	-0.16543695	-0.12842803	-0.15845472	-0.15369819	-0.15237358
-82.0	-0.3571533	-0.35691586	-0.16671449	-0.17928363	-0.13944554	-0.17185046	-0.16671449	-0.16528292
-81.0	-0.38320115	-0.38295373	-0.17962669	-0.19300692	-0.1504162	-0.18513109	-0.17962669	-0.17809135
-80.0	-0.40876496	-0.40850726	-0.19243041	-0.20660122	-0.16133958	-0.19829144	-0.19243041	-0.19079466
-79.0	-0.43381694	-0.43354872	-0.20512091	-0.22006066	-0.17221479	-0.21132605	-0.20512091	-0.20338836
-78.0	-0.45833024	-0.45805115	-0.21769305	-0.23337908	-0.18304029	-0.22422904	-0.21769305	-0.2158675
-77.0	-0.48227873	-0.48198843	-0.23014127	-0.24654998	-0.19381396	-0.23699422	-0.23014127	-0.22822674
-76.0	-0.50563711	-0.50533527	-0.24245955	-0.25956655	-0.20453295	-0.24961494	-0.24245955	-0.2404602
-75.0	-0.52838099	-0.52806717	-0.25464141	-0.27242154	-0.21519378	-0.26208413	-0.25464141	-0.25256163
-74.0	-0.55048686	-0.55016071	-0.26667991	-0.28510746	-0.22579217	-0.27439427	-0.26667991	-0.26452416
-73.0	-0.57193202	-0.57159305	-0.27856749	-0.29761624	-0.23632315	-0.28653738	-0.27856749	-0.27634048
-72.0	-0.5926947	-0.59234256	-0.29029617	-0.30993953	-0.24678096	-0.29850498	-0.29029617	-0.2880027
-71.0	-0.61275417	-0.61238831	-0.30185741	-0.32206848	-0.25715902	-0.3102881	-0.30185741	-0.29950234
-70.0	-0.63209051	-0.63171041	-0.31324205	-0.33399385	-0.26745003	-0.32187727	-0.31324205	-0.31083047
-69.0	-0.65068471	-0.65028989	-0.32444045	-0.34570596	-0.27764583	-0.33326253	-0.32444045	-0.3219775
-68.0	-0.6685189	-0.66810876	-0.33544242	-0.3571946	-0.2877374	-0.3444334	-0.33544242	-0.33293325
-67.0	-0.68557596	-0.68514991	-0.34623715	-0.36844927	-0.29771504	-0.3553789	-0.34623715	-0.34368712
-66.0	-0.70183992	-0.70139736	-0.35681337	-0.3794589	-0.30756816	-0.36608753	-0.35681337	-0.35422778
-65.0	-0.71729565	-0.71683598	-0.36715925	-0.39021209	-0.31728539	-0.37654734	-0.36715925	-0.36454347
-64.0	-0.73192918	-0.73145163	-0.37726235	-0.40069693	-0.32685462	-0.3867459	-0.37726235	-0.37462184
-63.0	-0.7457273	-0.74523121	-0.38710988	-0.41090116	-0.33626288	-0.39667031	-0.38710988	-0.38445002
-62.0	-0.75867802	-0.75816262	-0.3966884	-0.4208121	-0.34549659	-0.40630722	-0.3966884	-0.39401469
-61.0	-0.77077025	-0.7702347	-0.40598416	-0.43041667	-0.35454139	-0.41564286	-0.40598416	-0.40330201
-60.0	-0.78199393	-0.7814374	-0.41498289	-0.43970147	-0.36338228	-0.42466313	-0.41498289	-0.4122977
-59.0	-0.79233992	-0.79176158	-0.42366987	-0.44865277	-0.37200353	-0.43335348	-0.42366987	-0.42098701
-58.0	-0.80180031	-0.80119908	-0.43203014	-0.45725653	-0.38038889	-0.44169912	-0.43203014	-0.42935494
-57.0	-0.810368	-0.80974281	-0.44004831	-0.46549839	-0.38852152	-0.44968489	-0.44004831	-0.43738604
-56.0	-0.81803691	-0.81738669	-0.4477087	-0.47336373	-0.39638403	-0.45729545	-0.4477087	-0.44506451
-55.0	-0.82480216	-0.82412565	-0.45499539	-0.48083782	-0.40395865	-0.46451515	-0.45499539	-0.45237446
-54.0	-0.83065969	-0.82995552	-0.46189228	-0.48790565	-0.41122711	-0.47132832	-0.46189228	-0.45929959
-53.0	-0.83560652	-0.83487326	-0.46838313	-0.49455211	-0.41817084	-0.47771907	-0.46838313	-0.46582362
-52.0	-0.83964074	-0.83887672	-0.47445157	-0.50076199	-0.42477095	-0.48367146	-0.47445157	-0.47193
-51.0	-0.8427614	-0.8419649	-0.48008123	-0.50652009	-0.43100837	-0.4891696	-0.48008123	-0.47760227
-50.0	-0.84496868	-0.84413761	-0.48525575	-0.51181108	-0.43686387	-0.49419761	-0.48525575	-0.48282394
-49.0	-0.84626365	-0.8453958	-0.48995885	-0.51661986	-0.4423182	-0.49873978	-0.48995885	-0.4875786
-48.0	-0.84664851	-0.84574139	-0.49417454	-0.52093124	-0.44735211	-0.50278062	-0.49417454	-0.49185008
-47.0	-0.8461265	-0.84517717	-0.49788699	-0.52473044	-0.45194641	-0.5063048	-0.49788699	-0.4956224
-46.0	-0.84470189	-0.84370714	-0.50108075	-0.52800268	-0.45608225	-0.50929761	-0.50108075	-0.49888
-45.0	-0.84238005	-0.84133619	-0.50374091	-0.53073364	-0.45974106	-0.51174462	-0.50374091	-0.50160772
-44.0	-0.83916748	-0.83807015	-0.50585306	-0.53290939	-0.46290478	-0.51363206	-0.50585306	-0.50379097
-43.0	-0.8350718	-0.83391607	-0.50740355	-0.53451633	-0.46555591	-0.51494682	-0.50740355	-0.5054161
-42.0	-0.83010179	-0.82888186	-0.50837964	-0.53554165	-0.46767777	-0.51567674	-0.50837964	-0.50646996
-41.0	-0.82426751	-0.82297659	-0.50876951	-0.53597313	-0.4692547	-0.51581067	-0.50876951	-0.50694084
-40.0	-0.81758022	-0.81621045	-0.50856286	-0.53579921	-0.47027221	-0.51533872	-0.50856286	-0.506818
-39.0	-0.81005269	-0.80859458	-0.50775075	-0.53500944	-0.47071728	-0.51425248	-0.50775075	-0.50609255
-38.0	-0.8016991	-0.80014145	-0.50632614	-0.53359449	-0.47057876	-0.51254529	-0.50632614	-0.50475729
-37.0	-0.79253536	-0.79086477	-0.50428432	-0.53154629	-0.46984768	-0.51021284	-0.50428432	-0.50280738
-36.0	-0.78257912	-0.78077948	-0.50162333	-0.5288583	-0.4685179	-0.50725323	-0.50162333	-0.5002408
-35.0	-0.77185029	-0.76990199	-0.49834475	-0.52552587	-0.46658668	-0.50366807	-0.49834475	-0.49705908
-34.0	-0.76037091	-0.75825024	-0.49445438	-0.52154654	-0.46405566	-0.49946305	-0.49445438	-0.49326816
-33.0	-0.74816632	-0.74584389	-0.48996365	-0.51692063	-0.46093196	-0.49464893	-0.48996365	-0.48887959
-32.0	-0.7352649	-0.73270476	-0.48489106	-0.51165164	-0.45722979	-0.48924318	-0.48489106	-0.48391214
-31.0	-0.7216996	-0.71885669	-0.47926432	-0.5057472	-0.45297265	-0.48327193	-0.47926432	-0.47839397
-30.0	-0.7075085	-0.70432639	-0.47312355	-0.4992201	-0.44819632	-0.47677258	-0.47312355	-0.47236586
-29.0	-0.69273645	-0.68914366	-0.46652529	-0.49208963	-0.44295305	-0.46979797	-0.46652529	-0.46588549
-28.0	-0.67743719	-0.67334247	-0.45954889	-0.48438349	-0.43731788	-0.46242172	-0.45954889	-0.45903373
-27.0	-0.66167593	-0.6569615	-0.45230532	-0.47614059	-0.43139738	-0.4547464	-0.45230532	-0.45192397
-26.0	-0.64553338	-0.64004594	-0.44495064	-0.46741462	-0.42534313	-0.44691563	-0.44495064	-0.44471571
-25.0	-0.62911171	-0.62264884	-0.43770617	-0.45827955	-0.41937181	-0.43913212	-0.43770617	-0.43763551
-24.0	-0.61254221	-0.6048342	-0.43088949	-0.44883728	-0.41379619	-0.43168554	-0.43088949	-0.43100893
-23.0	-0.59599811	-0.58668017	-0.42496336	-0.43922928	-0.40907392	-0.42499569	-0.42496336	-0.42531076
-22.0	-0.57971221	-0.56828469	-0.42061293	-0.42965391	-0.40588519	-0.41968149	-0.42061293	-0.42124492
