# Export File Created with QBlade CE v2.0.8.6_beta windows on 14.04.2025 at 13:56:19
E63__(4.25%)_Re0.020_M0.00_N9.0 360 M	E63__(4.25%)_Re0.020_M0.00_N9.0
Angle of Attack [deg]	Lift Coefficient Cl [-]	Angle of Attack [deg]	Lift Coefficient Cl [-]
-1.3300000e+02	5.3073853e-01	END	END
-1.3200000e+02	5.2278441e-01	END	END
-1.3100000e+02	5.1423353e-01	END	END
-1.3000000e+02	5.0511372e-01	END	END
-1.2900000e+02	4.9545252e-01	END	END
-1.2800000e+02	4.8527750e-01	END	END
-1.2700000e+02	4.7461602e-01	END	END
-1.2600000e+02	4.6349514e-01	END	END
-1.2500000e+02	4.5194158e-01	END	END
-1.2400000e+02	4.3998161e-01	END	END
-1.2300000e+02	4.2764112e-01	END	END
-1.2200000e+02	4.1494545e-01	END	END
-1.2100000e+02	4.0191928e-01	END	END
-1.2000000e+02	3.8858673e-01	END	END
-1.1900000e+02	3.7497127e-01	END	END
-1.1800000e+02	3.6109564e-01	END	END
-1.1700000e+02	3.4698182e-01	END	END
-1.1600000e+02	3.3265108e-01	END	END
-1.1500000e+02	3.1812385e-01	END	END
-1.1400000e+02	3.0341983e-01	END	END
-1.1300000e+02	2.8855783e-01	END	END
-1.1200000e+02	2.7355587e-01	END	END
-1.1100000e+02	2.5843123e-01	END	END
-1.1000000e+02	2.4259338e-01	END	END
-1.0900000e+02	2.2728822e-01	END	END
-1.0800000e+02	2.1190594e-01	END	END
-1.0700000e+02	1.9646057e-01	END	END
-1.0600000e+02	1.8096536e-01	END	END
-1.0500000e+02	1.6543280e-01	END	END
-1.0400000e+02	1.4987463e-01	END	END
-1.0300000e+02	1.3430195e-01	END	END
-1.0200000e+02	1.1872509e-01	END	END
-1.0100000e+02	1.0315382e-01	END	END
-1.0000000e+02	8.7597288e-02	END	END
-9.9000000e+01	7.2064035e-02	END	END
-9.8000000e+01	5.6562129e-02	END	END
-9.7000000e+01	4.1099124e-02	END	END
-9.6000000e+01	2.5682136e-02	END	END
-9.5000000e+01	1.0317895e-02	END	END
-9.4000000e+01	-4.9872268e-03	END	END
-9.3000000e+01	-2.0227160e-02	END	END
-9.2000000e+01	-3.5396092e-02	END	END
-9.1000000e+01	-5.0488427e-02	END	END
-9.0000000e+01	-6.5498725e-02	END	END
-8.9000000e+01	-8.0421671e-02	END	END
-8.8000000e+01	-9.5252022e-02	END	END
-8.7000000e+01	-1.0998455e-01	END	END
-8.6000000e+01	-1.2461403e-01	END	END
-8.5000000e+01	-1.3913517e-01	END	END
-8.4000000e+01	-1.5354255e-01	END	END
-8.3000000e+01	-1.6783065e-01	END	END
-8.2000000e+01	-1.8199374e-01	END	END
-8.1000000e+01	-1.9602588e-01	END	END
-8.0000000e+01	-2.0992087e-01	END	END
-7.9000000e+01	-2.2367226e-01	END	END
-7.8000000e+01	-2.3727325e-01	END	END
-7.7000000e+01	-2.5071669e-01	END	END
-7.6000000e+01	-2.6399514e-01	END	END
-7.5000000e+01	-2.7710065e-01	END	END
-7.4000000e+01	-2.9002500e-01	END	END
-7.3000000e+01	-3.0275941e-01	END	END
-7.2000000e+01	-3.1529480e-01	END	END
-7.1000000e+01	-3.2762155e-01	END	END
-7.0000000e+01	-3.3972961e-01	END	END
-6.9000000e+01	-3.5160846e-01	END	END
-6.8000000e+01	-3.6324719e-01	END	END
-6.7000000e+01	-3.7463433e-01	END	END
-6.6000000e+01	-3.8575804e-01	END	END
-6.5000000e+01	-3.9660606e-01	END	END
-6.4000000e+01	-4.0716559e-01	END	END
-6.3000000e+01	-4.1742352e-01	END	END
-6.2000000e+01	-4.2736629e-01	END	END
-6.1000000e+01	-4.3697998e-01	END	END
-6.0000000e+01	-4.4625038e-01	END	END
-5.9000000e+01	-4.5516282e-01	END	END
-5.8000000e+01	-4.6370250e-01	END	END
-5.7000000e+01	-4.7185427e-01	END	END
-5.6000000e+01	-4.7960278e-01	END	END
-5.5000000e+01	-4.8693252e-01	END	END
-5.4000000e+01	-4.9382782e-01	END	END
-5.3000000e+01	-5.0027299e-01	END	END
-5.2000000e+01	-5.0625217e-01	END	END
-5.1000000e+01	-5.1174974e-01	END	END
-5.0000000e+01	-5.1674992e-01	END	END
-4.9000000e+01	-5.2123731e-01	END	END
-4.8000000e+01	-5.2519661e-01	END	END
-4.7000000e+01	-5.2861279e-01	END	END
-4.6000000e+01	-5.3147131e-01	END	END
-4.5000000e+01	-5.3375804e-01	END	END
-4.4000000e+01	-5.3545952e-01	END	END
-4.3000000e+01	-5.3656286e-01	END	END
-4.2000000e+01	-5.3705621e-01	END	END
-4.1000000e+01	-5.3692859e-01	END	END
-4.0000000e+01	-5.3617030e-01	END	END
-3.9000000e+01	-5.3477323e-01	END	END
-3.8000000e+01	-5.3273076e-01	END	END
-3.7000000e+01	-5.3003865e-01	END	END
-3.6000000e+01	-5.2669501e-01	END	END
-3.5000000e+01	-5.2270132e-01	END	END
-3.4000000e+01	-5.1806283e-01	END	END
-3.3000000e+01	-5.1278979e-01	END	END
-3.2000000e+01	-5.0689882e-01	END	END
-3.1000000e+01	-5.0041467e-01	END	END
-3.0000000e+01	-4.9337289e-01	END	END
-2.9000000e+01	-4.8582336e-01	END	END
-2.8000000e+01	-4.7783554e-01	END	END
-2.7000000e+01	-4.6950597e-01	END	END
-2.6000000e+01	-4.6096927e-01	END	END
-2.5000000e+01	-4.5241481e-01	END	END
-2.4000000e+01	-4.4411212e-01	END	END
-2.3000000e+01	-4.3645024e-01	END	END
-2.2000000e+01	-4.3000013e-01	END	END
-2.1000000e+01	-4.2561451e-01	END	END
-2.0000000e+01	-4.2458892e-01	END	END
-1.9000000e+01	-4.2891878e-01	END	END
-1.8000000e+01	-4.4169235e-01	END	END
-1.7000000e+01	-4.6760792e-01	END	END
-1.6000000e+01	-5.1332742e-01	END	END
-1.5000000e+01	-5.8638287e-01	END	END
-1.4000000e+01	-6.8907207e-01	END	END
-1.3000000e+01	-8.0358714e-01	END	END
-1.2000000e+01	-8.8214761e-01	END	END
-1.1000000e+01	-8.8007045e-01	END	END
-1.0000000e+01	-8.0412537e-01	END	END
-9.0000000e+00	-6.9368917e-01	END	END
-8.0000000e+00	-5.7615888e-01	END	END
-7.0000000e+00	-4.5840153e-01	END	END
-6.0000000e+00	-3.4064418e-01	END	END
-5.0000000e+00	-2.2288682e-01	END	END
-4.0000000e+00	-3.1800002e-02	END	END
-3.5000000e+00	-3.3199999e-02	END	END
-3.0000000e+00	-1.0840000e-01	END	END
-2.0000000e+00	-2.4630000e-01	END	END
-1.5000000e+00	-2.7890000e-01	END	END
-1.0000000e+00	4.9400002e-02	END	END
0.0000000e+00	3.6590001e-01	END	END
5.0000000e-01	4.3610001e-01	END	END
1.0000000e+00	4.8629999e-01	END	END
1.5000000e+00	5.3250003e-01	END	END
2.0000000e+00	5.7599998e-01	END	END
2.5000000e+00	6.1680001e-01	END	END
3.0000000e+00	6.5499997e-01	END	END
3.5000000e+00	6.9010001e-01	END	END
4.0000000e+00	7.2170001e-01	END	END
4.5000000e+00	7.4989998e-01	END	END
5.0000000e+00	7.7340001e-01	END	END
5.5000000e+00	7.9250002e-01	END	END
6.0000000e+00	8.0729997e-01	END	END
6.5000000e+00	8.1860000e-01	END	END
7.0000000e+00	9.5690000e-01	END	END
7.5000000e+00	1.3200001e+00	END	END
8.0000000e+00	1.3342000e+00	END	END
9.5000000e+00	1.2021000e+00	END	END
1.0000000e+01	1.1752000e+00	END	END
1.0500000e+01	1.1232001e+00	END	END
1.1000000e+01	1.1058000e+00	END	END
1.2000000e+01	1.0494000e+00	END	END
1.5000000e+01	1.1255000e+00	END	END
1.6000000e+01	7.7551216e-01	END	END
1.7000000e+01	7.6563209e-01	END	END
1.8000000e+01	7.6720661e-01	END	END
1.9000000e+01	7.7651322e-01	END	END
2.0000000e+01	7.9103142e-01	END	END
2.1000000e+01	8.0905700e-01	END	END
2.2000000e+01	8.2942510e-01	END	END
2.3000000e+01	8.5132533e-01	END	END
2.4000000e+01	8.7418193e-01	END	END
2.5000000e+01	8.9757663e-01	END	END
2.6000000e+01	9.2119765e-01	END	END
2.7000000e+01	9.4480735e-01	END	END
2.8000000e+01	9.6821946e-01	END	END
2.9000000e+01	9.9128479e-01	END	END
3.0000000e+01	1.0138808e+00	END	END
3.1000000e+01	1.0359045e+00	END	END
3.2000000e+01	1.0572678e+00	END	END
3.3000000e+01	1.0778937e+00	END	END
3.4000000e+01	1.0977141e+00	END	END
3.5000000e+01	1.1166674e+00	END	END
3.6000000e+01	1.1346979e+00	END	END
3.7000000e+01	1.1517546e+00	END	END
3.8000000e+01	1.1677903e+00	END	END
3.9000000e+01	1.1827610e+00	END	END
4.0000000e+01	1.1966258e+00	END	END
4.1000000e+01	1.2093465e+00	END	END
4.2000000e+01	1.2208877e+00	END	END
4.3000000e+01	1.2312156e+00	END	END
4.4000000e+01	1.2402993e+00	END	END
4.5000000e+01	1.2481098e+00	END	END
4.6000000e+01	1.2546202e+00	END	END
4.7000000e+01	1.2598057e+00	END	END
4.8000000e+01	1.2636434e+00	END	END
4.9000000e+01	1.2661128e+00	END	END
5.0000000e+01	1.2671951e+00	END	END
5.1000000e+01	1.2668738e+00	END	END
5.2000000e+01	1.2651343e+00	END	END
5.3000000e+01	1.2619643e+00	END	END
5.4000000e+01	1.2573533e+00	END	END
5.5000000e+01	1.2512932e+00	END	END
5.6000000e+01	1.2437780e+00	END	END
5.7000000e+01	1.2348038e+00	END	END
5.8000000e+01	1.2243688e+00	END	END
5.9000000e+01	1.2124738e+00	END	END
6.0000000e+01	1.1991212e+00	END	END
6.1000000e+01	1.1843163e+00	END	END
6.2000000e+01	1.1680661e+00	END	END
6.3000000e+01	1.1503803e+00	END	END
6.4000000e+01	1.1312703e+00	END	END
6.5000000e+01	1.1107502e+00	END	END
6.6000000e+01	1.0888364e+00	END	END
6.7000000e+01	1.0655473e+00	END	END
6.8000000e+01	1.0409036e+00	END	END
6.9000000e+01	1.0149283e+00	END	END
7.0000000e+01	9.8764658e-01	END	END
7.1000000e+01	9.5908582e-01	END	END
7.2000000e+01	9.2927557e-01	END	END
7.3000000e+01	8.9824760e-01	END	END
7.4000000e+01	8.6603570e-01	END	END
7.5000000e+01	8.3267581e-01	END	END
7.6000000e+01	7.9820585e-01	END	END
7.7000000e+01	7.6266587e-01	END	END
7.8000000e+01	7.2609770e-01	END	END
7.9000000e+01	6.8854529e-01	END	END
8.0000000e+01	6.5005428e-01	END	END
8.1000000e+01	6.1067218e-01	END	END
8.2000000e+01	5.7044822e-01	END	END
8.3000000e+01	5.2943331e-01	END	END
8.4000000e+01	4.8767990e-01	END	END
8.5000000e+01	4.4524205e-01	END	END
8.6000000e+01	4.0217525e-01	END	END
8.7000000e+01	3.5853633e-01	END	END
8.8000000e+01	3.1438342e-01	END	END
8.9000000e+01	2.6977581e-01	END	END
9.0000000e+01	2.2477396e-01	END	END
9.1000000e+01	1.7943931e-01	END	END
9.2000000e+01	1.3383420e-01	END	END
9.3000000e+01	8.8021792e-02	END	END
9.4000000e+01	4.2065974e-02	END	END
9.5000000e+01	-3.9687748e-03	END	END
9.6000000e+01	-5.0017480e-02	END	END
9.7000000e+01	-9.6014775e-02	END	END
9.8000000e+01	-1.4189503e-01	END	END
9.9000000e+01	-1.8759243e-01	END	END
1.0000000e+02	-2.3304115e-01	END	END
1.0100000e+02	-2.7817541e-01	END	END
1.0200000e+02	-3.2292965e-01	END	END
1.0300000e+02	-3.6723858e-01	END	END
1.0400000e+02	-4.1103739e-01	END	END
1.0500000e+02	-4.5426175e-01	END	END
1.0600000e+02	-4.9684811e-01	END	END
1.0700000e+02	-5.3873366e-01	END	END
1.0800000e+02	-5.8055300e-01	END	END
1.0900000e+02	-6.2086743e-01	END	END
1.1000000e+02	-6.6029972e-01	END	END
1.1100000e+02	-6.9879150e-01	END	END
1.1200000e+02	-7.3628581e-01	END	END
1.1300000e+02	-7.7272713e-01	END	END
1.1400000e+02	-8.0806166e-01	END	END
1.1500000e+02	-8.4223723e-01	END	END
1.1600000e+02	-8.7520367e-01	END	END
1.1700000e+02	-9.0691262e-01	END	END
1.1800000e+02	-9.3731785e-01	END	END
1.1900000e+02	-9.6637523e-01	END	END
1.2000000e+02	-9.9404293e-01	END	END
1.2100000e+02	-1.0202814e+00	END	END
1.2200000e+02	-1.0450536e+00	END	END
1.2300000e+02	-1.0683250e+00	END	END
1.2400000e+02	-1.0900636e+00	END	END
1.2500000e+02	-1.1102402e+00	END	END
1.2600000e+02	-1.1288282e+00	END	END
1.2700000e+02	-1.1458038e+00	END	END
1.2800000e+02	-1.1611464e+00	END	END
1.2900000e+02	-1.1748379e+00	END	END
1.3000000e+02	-1.1868634e+00	END	END
1.3100000e+02	-1.1972113e+00	END	END
1.3200000e+02	-1.2058723e+00	END	END
1.3300000e+02	-1.2128410e+00	END	END
1.3400000e+02	-1.2181150e+00	END	END
1.3500000e+02	-1.2216946e+00	END	END
1.3600000e+02	-1.2235839e+00	END	END
1.3700000e+02	-1.2237899e+00	END	END
1.3800000e+02	-1.2223232e+00	END	END
1.3900000e+02	-1.2191970e+00	END	END
1.4000000e+02	-1.2144287e+00	END	END
1.4100000e+02	-1.2080383e+00	END	END
1.4200000e+02	-1.2000499e+00	END	END
1.4300000e+02	-1.1904902e+00	END	END
1.4400000e+02	-1.1793904e+00	END	END
1.4500000e+02	-1.1667845e+00	END	END
1.4600000e+02	-1.1527106e+00	END	END
1.4700000e+02	-1.1372108e+00	END	END
1.4800000e+02	-1.1203313e+00	END	END
1.4900000e+02	-1.1021227e+00	END	END
1.5000000e+02	-1.0826406e+00	END	END
1.5100000e+02	-1.0619465e+00	END	END
1.5200000e+02	-1.0401078e+00	END	END
1.5300000e+02	-1.0172000e+00	END	END
1.5400000e+02	-9.9330729e-01	END	END
1.5500000e+02	-9.6852571e-01	END	END
1.5600000e+02	-9.4296545e-01	END	END
1.5700000e+02	-9.1675580e-01	END	END
1.5800000e+02	-8.9005107e-01	END	END
1.5900000e+02	-8.6303926e-01	END	END
1.6000000e+02	-8.3595508e-01	END	END
1.6100000e+02	-8.0909824e-01	END	END
1.6200000e+02	-7.8285986e-01	END	END
1.6300000e+02	-7.5776064e-01	END	END
1.6400000e+02	-7.3450398e-01	END	END
1.6500000e+02	-7.1404552e-01	END	END
1.6600000e+02	-6.9766986e-01	END	END
1.6700000e+02	-6.8703079e-01	END	END
1.6800000e+02	-6.8402022e-01	END	END
1.6900000e+02	-6.9013351e-01	END	END
1.7000000e+02	-7.0475227e-01	END	END
1.7100000e+02	-7.2209835e-01	END	END
1.7200000e+02	-7.2910494e-01	END	END
1.7300000e+02	-7.1003467e-01	END	END
1.7400000e+02	-6.5815991e-01	END	END
1.7500000e+02	-5.8075845e-01	END	END
1.7600000e+02	-4.9064633e-01	END	END
1.7700000e+02	-3.9683065e-01	END	END
1.7800000e+02	-3.0262595e-01	END	END
1.7900000e+02	-2.0842007e-01	END	END
1.8000000e+02	-1.1421418e-01	END	END
